listing_id,WIC,SNAP,longitude,latitude,location_address,listing_name,fm_bool,csa_bool,om_bool,Farmer Market Type,Benefit Type,Block_FIPS,bbox,county_name,County_FIPS,State_FIPS,State_name,geometry
200139,0.0,0.0,-70.9783862,42.8061053,"520 Main Street, West Newbury, Massachusetts",Long Hill Orchard & The West Newbury CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250092631001009.0,"[-70.999676, 42.80469, -70.969444, 42.823175]",Essex County,25009.0,MA,Massachusetts,POINT (-70.9783862 42.8061053)
200140,0.0,0.0,-71.1376403,42.2006566,"109 Elm Street, Canton, Massachusetts 02021",Pakeen Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250214153001004.0,"[-71.14154, 42.18209, -71.11931, 42.203284]",Norfolk County,25021.0,MA,Massachusetts,POINT (-71.1376403 42.2006566)
200141,0.0,0.0,-72.393609,42.5702439,"11 John Quist Road, Wendell, Massachusetts 1379",Stone's Throw Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250110404003040.0,"[-72.399429, 42.556139, -72.388359, 42.573674]",Franklin County,25011.0,MA,Massachusetts,POINT (-72.393609 42.5702439)
200142,0.0,0.0,-71.2934994,42.2596629,"5 Edgewater Drive, Dover, Massachusetts 02030",The Dover Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250214051003015.0,"[-71.294419, 42.248379, -71.27185, 42.262678]",Norfolk County,25021.0,MA,Massachusetts,POINT (-71.2934994 42.2596629)
200143,0.0,0.0,-77.7257369,39.4267459,"4040 Mills Road, Sharpsburg, Maryland 21782",Aliabaad Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240430116002015.0,"[-77.735748, 39.41385, -77.72309, 39.431093]",Washington County,24043.0,MD,Maryland,POINT (-77.7257369 39.4267459)
200144,0.0,1.0,-75.8377122,38.7044872,"4822 Preston Road, Federalsburg, Maryland 21632",Blades Orchard at Friendship Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,240119556001061.0,"[-75.858337, 38.701881, -75.828979, 38.730216]",Caroline County,24011.0,MD,Maryland,POINT (-75.8377122 38.7044872)
200145,0.0,1.0,-77.055531,39.475326,"3610 Baker Road, Westminster, Maryland 21157","Chestnut Creek Farm, LLC",0.0,1.0,0.0,Community Supported Agriculture,SNAP,240135090012021.0,"[-77.058155, 39.472321, -77.053313, 39.476373]",Carroll County,24013.0,MD,Maryland,POINT (-77.055531 39.475326)
200146,0.0,0.0,-75.8784772,39.358259,"31285 Georgetown Cemetery Road, Galena, Maryland 21635",Colchester Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240299501001020.0,"[-75.920984, 39.336283, -75.87691, 39.364204]",Kent County,24029.0,MD,Maryland,POINT (-75.8784772 39.358259)
200147,0.0,0.0,-77.0586238,39.5798734,"150 Rockland Road, Westminster, Maryland 21158",Evermore Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240135020001027.0,"[-77.074586, 39.568557, -77.052498, 39.588684]",Carroll County,24013.0,MD,Maryland,POINT (-77.0586238 39.5798734)
200148,0.0,0.0,-75.810715,39.699694,"5727 Telegraph Road, Elkton, Maryland 21921",Fair Weather Farm at Fairhill,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240150306021009.0,"[-75.823054, 39.696841, -75.799723, 39.722184]",Cecil County,24015.0,MD,Maryland,POINT (-75.810715 39.699694)
200149,0.0,0.0,-76.090334,39.692697,"96 Charles Johnson Farm Lane, Rising Sun, Maryland 21911",Flying Plow Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240150313022015.0,"[-76.096779, 39.688151, -76.081313, 39.695843]",Cecil County,24015.0,MD,Maryland,POINT (-76.090334 39.692697)
200150,0.0,0.0,-77.119757,38.543296,"5550 Stuckey Rd, Pisgah, Maryland 20640",Karl's Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240178506001000.0,"[-77.130641, 38.536975, -77.104985, 38.584209]",Charles County,24017.0,MD,Maryland,POINT (-77.119757 38.543296)
200151,0.0,1.0,-76.5601345,39.5915629,"17028 Old York Rd., Monkton, Maryland 21111",Little Gunpowder Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,240054101001009.0,"[-76.578408, 39.585381, -76.557396, 39.608792]",Baltimore County,24005.0,MD,Maryland,POINT (-76.5601345 39.5915629)
200152,0.0,1.0,-76.5788604,39.6680812,"19718 Kirkwood Shop Rd, White Hall, Maryland 21161",One Straw Farm LLC,0.0,1.0,0.0,Community Supported Agriculture,SNAP,240054070023007.0,"[-76.592044, 39.664018, -76.571332, 39.678585]",Baltimore County,24005.0,MD,Maryland,POINT (-76.5788604 39.6680812)
200153,0.0,0.0,-77.124403,39.441509,"4755 Buffalo Rd, Mount Airy, Maryland 21771",Pheasant Hill Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240135090022009.0,"[-77.134194, 39.421932, -77.100539, 39.450939]",Carroll County,24013.0,MD,Maryland,POINT (-77.124403 39.441509)
200154,0.0,0.0,-77.3467138,39.0939148,"14525 Montevideo Rd, Poolesville, Maryland 20837",Rocklands Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240317005002027.0,"[-77.352737, 39.093191, -77.338859, 39.119651]",Montgomery County,24031.0,MD,Maryland,POINT (-77.3467138 39.0939148)
200155,0.0,0.0,-76.9958149,39.5753791,", Westminster, Maryland",Sparkling Star Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240135076013052.0,"[-76.997259, 39.575109, -76.995382, 39.576627]",Carroll County,24013.0,MD,Maryland,POINT (-76.9958149 39.5753791)
200156,0.0,0.0,-77.3227616,39.6602207,"9910 4 Points Rd, Rocky Ridge, Maryland 21778",Stony Branch Growers,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240217675001004.0,"[-77.332548, 39.65912, -77.31853, 39.669181]",Frederick County,24021.0,MD,Maryland,POINT (-77.3227616 39.6602207)
200157,0.0,0.0,-77.4600047,39.375438,"6003 Elmer Derr Road, Frederick, Maryland 21703",Sycamore Spring Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240217523032004.0,"[-77.474629, 39.358889, -77.450683, 39.379575]",Frederick County,24021.0,MD,Maryland,POINT (-77.4600047 39.375438)
200158,0.0,1.0,-76.843778,39.653227,"4226 Maple Grove Rd., Hampstead, Maryland 21074",Two Boots Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,240135081031009.0,"[-76.847578, 39.646246, -76.824459, 39.657987]",Carroll County,24013.0,MD,Maryland,POINT (-76.843778 39.653227)
200159,0.0,0.0,-69.283772,44.3755666,"280 Stevens Pond Road, Montville, Maine 04941",5 Seasons Farm and Creamery LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230270450006044.0,"[-69.29525, 44.372355, -69.265942, 44.390894]",Waldo County,23027.0,ME,Maine,POINT (-69.283772 44.3755666)
200160,0.0,0.0,-70.910635,43.8369115,"488 Spec Pond Rd, Porter, Maine 4068",Alma Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230179669002020.0,"[-70.923855, 43.832993, -70.910388, 43.842545]",Oxford County,23017.0,ME,Maine,POINT (-70.910635 43.8369115)
200161,0.0,1.0,-70.27,43.6599999,"PO Box 4792, Portland, Maine 4104",Fresh Start Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,230050010001002.0,"[-70.275975, 43.656386, -70.268579, 43.660779]",Cumberland County,23005.0,ME,Maine,POINT (-70.27 43.6599999)
200162,0.0,0.0,-70.4255104,43.5775268,"61 Ash Swamp Road, Scarborough, Maine 04074",Frith Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230050173061010.0,"[-70.445633, 43.576253, -70.414081, 43.590095]",Cumberland County,23005.0,ME,Maine,POINT (-70.4255104 43.5775268)
200163,0.0,1.0,-70.0495591,44.0237415,"101 Gould Rd, Lisbon Falls, Maine 04252",Little Ridge Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,230010302002000.0,"[-70.067645, 44.01093, -70.041724, 44.025502]",Androscoggin County,23001.0,ME,Maine,POINT (-70.0495591 44.0237415)
200164,0.0,0.0,-69.2379867,44.517182,"55 Morse Rd., Knox, Maine 04986",New Beat Farm LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230270450001017.0,"[-69.244949, 44.512791, -69.234728, 44.523145]",Waldo County,23027.0,ME,Maine,POINT (-69.2379867 44.517182)
200165,0.0,0.0,-70.2003326,44.6959743,"186 Owen Mann Rd, Farmington, Maine 04938",Porter Hill Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230079712022000.0,"[-70.229363, 44.679405, -70.179149, 44.732259]",Franklin County,23007.0,ME,Maine,POINT (-70.2003326 44.6959743)
200166,0.0,0.0,-69.8909717,44.799517,"21 Spear Hill Road, Anson, Maine 4911",Runamuk Acres Farm & Apiary,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230259664001065.0,"[-69.891482, 44.798423, -69.888691, 44.800313]",Somerset County,23025.0,ME,Maine,POINT (-69.8909717 44.799517)
200167,0.0,1.0,-70.1990281,44.0034099,"1200 Sopers Mill Rd., Auburn, Maine 04210",Valley View Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,230010106001013.0,"[-70.208237, 43.998194, -70.173077, 44.035393]",Androscoggin County,23001.0,ME,Maine,POINT (-70.1990281 44.0034099)
200168,0.0,0.0,-69.939338,43.96914,"330 Cathance RD, Topsham, Maine 4086",Whatley Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230239703013005.0,"[-69.960907, 43.953252, -69.930023, 43.975834]",Sagadahoc County,23023.0,ME,Maine,POINT (-69.939338 43.96914)
200169,0.0,0.0,-70.4135059,44.0965551,"87 Standpipe Road, Mechanic Falls, Maine 4256",Whispering Winds Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230010415001012.0,"[-70.435125, 44.080189, -70.403522, 44.109611]",Androscoggin County,23001.0,ME,Maine,POINT (-70.4135059 44.0965551)
200170,0.0,0.0,-70.0836713,44.0948141,"395 Middle Rd, Sabattus, Maine 04280",Willow Pond Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,230010465001026.0,"[-70.110588, 44.071411, -70.079297, 44.101116]",Androscoggin County,23001.0,ME,Maine,POINT (-70.0836713 44.0948141)
200171,0.0,0.0,-83.364961,42.9567408,"3628 Pratt Rd, Metamora, Michigan 48455","Decker Farm and Orchard, LLC",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260873420001032.0,"[-83.369249, 42.954859, -83.362635, 42.9594]",Lapeer County,26087.0,MI,Michigan,POINT (-83.364961 42.9567408)
200172,0.0,1.0,-84.3988086,42.7860674,"15870 Upton Rd, East Lansing, Michigan 48823",Foodshed Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,260370111061000.0,"[-84.418796, 42.784371, -84.398445, 42.798923]",Clinton County,26037.0,MI,Michigan,POINT (-84.3988086 42.7860674)
200173,0.0,1.0,-85.9446461,42.8416535,"6527 Quincy St, Zeeland, Michigan 49464",Groundswell Community Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,261390219041031.0,"[-85.959871, 42.840772, -85.939991, 42.848361]",Ottawa County,26139.0,MI,Michigan,POINT (-85.9446461 42.8416535)
200174,0.0,0.0,-83.571437,42.130105,"9451 Talladay Rd, Willis, Michigan 48191",Honest Eats Farm LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261614202002004.0,"[-83.588262, 42.128494, -83.563336, 42.143591]",Washtenaw County,26161.0,MI,Michigan,POINT (-83.571437 42.130105)
200175,0.0,0.0,-84.5669674,43.6862015,"2630 N.Lewis Rd, Coleman, Michigan 48618","Middleton Farm CSA,LLC",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261112917001018.0,"[-84.587905, 43.684109, -84.547519, 43.698831]",Midland County,26111.0,MI,Michigan,POINT (-84.5669674 43.6862015)
200176,0.0,0.0,-84.8268339,43.4213783,"8911 Ferris rd, Elwell, Michigan 48832",Monroe Family Organics,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260570001001028.0,"[-84.838664, 43.408269, -84.826351, 43.423041]",Gratiot County,26057.0,MI,Michigan,POINT (-84.8268339 43.4213783)
200177,0.0,0.0,-84.0679,41.973639,"6376 Tipton Hwy, Tipton, Michigan 49287",Needle-Lane Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260910606001014.0,"[-84.074378, 41.97093, -84.063061, 41.984442]",Lenawee County,26091.0,MI,Michigan,POINT (-84.0679 41.973639)
200178,0.0,1.0,-85.6541229,42.9853479,"1226 Union NE, Grand Rapids, Michigan 49505",New City Urban Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,260810010003020.0,"[-85.654658, 42.984764, -85.651583, 42.986319]",Kent County,26081.0,MI,Michigan,POINT (-85.6541229 42.9853479)
200179,0.0,0.0,-85.5159484,44.9358806,"17017 Peninsula Drive, Traverse City, Michigan 49686",Peak Season CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260555509004001.0,"[-85.564902, 44.887358, -85.464437, 44.991884]",Grand Traverse County,26055.0,MI,Michigan,POINT (-85.5159484 44.9358806)
200180,0.0,0.0,-85.3319635,45.105881,"5691 North M-88, Central Lake, Michigan 49622",Providence Organic Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260099601003058.0,"[-85.335984, 45.097188, -85.329866, 45.107479]",Antrim County,26009.0,MI,Michigan,POINT (-85.3319635 45.105881)
200181,0.0,0.0,-83.9433936,43.4687015,"3365 Bobendick St., Saginaw, Michigan 48604",Saginaw Meadows,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261450107005006.0,"[-83.944189, 43.468035, -83.941052, 43.470267]",Saginaw County,26145.0,MI,Michigan,POINT (-83.9433936 43.4687015)
200182,0.0,0.0,-87.799116,45.9917575,"W4563 Hwy M-69, Felch, Michigan 49831",Slagle's Family Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260439502004009.0,"[-87.823831, 45.985636, -87.779678, 45.996582]",Dickinson County,26043.0,MI,Michigan,POINT (-87.799116 45.9917575)
200183,0.0,0.0,-83.7754864,42.4621584,"9615 Musch Road, BRIGHTON, Michigan 48116",Stone Coop Farm LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260937446001030.0,"[-83.775967, 42.456504, -83.766878, 42.463981]",Livingston County,26093.0,MI,Michigan,POINT (-83.7754864 42.4621584)
200184,0.0,0.0,-85.7730448,44.9102758,"4955 .S Schomberg Rd., Cedar, Michigan 49621",Sweeter Song Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260899703002063.0,"[-85.775761, 44.906436, -85.755306, 44.921255]",Leelanau County,26089.0,MI,Michigan,POINT (-85.7730448 44.9102758)
200185,0.0,0.0,-83.4007418,43.1576107,"4281 Our Acres Drive, Columbiaville, Michigan 48421",Three Roods Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260873315002038.0,"[-83.405717, 43.151986, -83.397951, 43.15904]",Lapeer County,26087.0,MI,Michigan,POINT (-83.4007418 43.1576107)
200186,0.0,0.0,-83.186398,42.806253,"2365 Indian Lake Road, Oxford, Michigan 48370",Upland Hills CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261251203002012.0,"[-83.190019, 42.806001, -83.180058, 42.813464]",Oakland County,26125.0,MI,Michigan,POINT (-83.186398 42.806253)
200187,0.0,1.0,-83.6764581,42.1055624,"12491 Carpenter Road, Milan, Michigan 48160",Zilke Vegetable Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,261614222021047.0,"[-83.67693, 42.098751, -83.661995, 42.10732]",Washtenaw County,26161.0,MI,Michigan,POINT (-83.6764581 42.1055624)
200188,0.0,0.0,-92.3831105,46.5834062,"2612 County Rd 1, Wrenshall, Minnesota 55797",Food Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270170704023009.0,"[-92.3852, 46.57649, -92.337512, 46.59088]",Carlton County,27017.0,MN,Minnesota,POINT (-92.3831105 46.5834062)
200189,0.0,0.0,-92.7319347,45.2258732,"124 280th Street, Osceola, Wisconsin 54020",Foxtail Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,550959608002039.0,"[-92.735456, 45.224272, -92.712789, 45.238628]",Polk County,55095.0,WI,Wisconsin,POINT (-92.7319347 45.2258732)
200190,0.0,0.0,-93.0406729,45.5438618,"9052 Spring Lake Rd NE, North Branch, Minnesota 55056",Frost Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270591304002036.0,"[-93.063936, 45.530409, -93.021565, 45.550687]",Isanti County,27059.0,MN,Minnesota,POINT (-93.0406729 45.5438618)
200191,0.0,0.0,-92.907636,45.061463,"9798 75th Ave North, Stillwater, Minnesota 55082",FruitShare.com,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271630704032014.0,"[-92.924328, 45.057732, -92.903858, 45.069757]",Washington County,27163.0,MN,Minnesota,POINT (-92.907636 45.061463)
200192,0.0,0.0,-93.7090531,44.9245412,"7210 County Rd 110 West, Minnetrista, Minnesota 55364",Gale Woods Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270530277011031.0,"[-93.709247, 44.924362, -93.706439, 44.925748]",Hennepin County,27053.0,MN,Minnesota,POINT (-93.7090531 44.9245412)
200193,0.0,0.0,-93.243781,44.960729,"1915 E 22nd St, Box 5, Minneapolis, Minnesota 55404",Growing Lots Urban Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270531062003007.0,"[-93.244919, 44.959145, -93.241974, 44.960949]",Hennepin County,27053.0,MN,Minnesota,POINT (-93.243781 44.960729)
200194,0.0,0.0,-93.20921,43.789883,"83204 300th Street, Ellendale, Minnesota",Hilltop Greenhouse and Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270471801002035.0,"[-93.219467, 43.78965, -93.199548, 43.804768]",Freeborn County,27047.0,MN,Minnesota,POINT (-93.20921 43.789883)
200195,0.0,0.0,-92.0973419,44.6762069,"W8937 Moritz Lane, Arkansaw, Wisconsin 54721",Hog's Back Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,550919502001021.0,"[-92.104619, 44.654474, -92.064265, 44.684165]",Pepin County,55091.0,WI,Wisconsin,POINT (-92.0973419 44.6762069)
200196,0.0,0.0,-92.969135,44.9682746,"1300 Gresham Ave N, Oakdale, Minnesota 55128",Jon's Market Garden,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271630709122003.0,"[-92.971758, 44.966825, -92.967642, 44.970481]",Washington County,27163.0,MN,Minnesota,POINT (-92.969135 44.9682746)
200197,0.0,0.0,-96.6676379,47.0007088,"10600 60th St. N, Felton, Minnesota 56536",Kragnes Family Farms CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270270301071218.0,"[-96.6687, 46.991394, -96.647469, 47.00581]",Clay County,27027.0,MN,Minnesota,POINT (-96.6676379 47.0007088)
200198,0.0,1.0,-95.917509,46.606909,"44593 275th Ave, Pelican Rapids, Minnesota 56572",Lida Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,271119604002027.0,"[-95.935261, 46.601019, -95.916844, 46.615234]",Otter Tail County,27111.0,MN,Minnesota,POINT (-95.917509 46.606909)
200199,0.0,0.0,-92.63806,47.365981,"3442 Mobraten Drive, Iron, Minnesota 55751",Owl Forest Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271370113002033.0,"[-92.667787, 47.338605, -92.621685, 47.366743]",St. Louis County,27137.0,MN,Minnesota,POINT (-92.63806 47.365981)
200200,0.0,0.0,-93.1048784,44.3639762,"9800 155th Street East, Nerstrand, Minnesota 55053",Simple Harvest Farm Organics,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271310704002005.0,"[-93.12104, 44.360092, -93.090523, 44.370564]",Rice County,27131.0,MN,Minnesota,POINT (-93.1048784 44.3639762)
200201,0.0,0.0,-93.1549176,44.4886745,"4433 320th St W, Northfield, Minnesota 55057",Spring Wind Farm LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270370615021075.0,"[-93.159037, 44.485712, -93.145709, 44.493059]",Dakota County,27037.0,MN,Minnesota,POINT (-93.1549176 44.4886745)
200202,0.0,0.0,-93.0667066,44.9610393,"804 Margaret Street, Minneapolis, Minnesota 55106",Shared Ground Farmers' Cooperative,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271230331002018.0,"[-93.067404, 44.960122, -93.065885, 44.961263]",Ramsey County,27123.0,MN,Minnesota,POINT (-93.0667066 44.9610393)
200203,0.0,0.0,-93.9889697,45.1159157,"4750 - 25th Street SW, Waverly, Minnesota 55390","Untiedt's Vegetable Farm, Inc.",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271711011013036.0,"[-94.003206, 45.094031, -93.971413, 45.130442]",Wright County,27171.0,MN,Minnesota,POINT (-93.9889697 45.1159157)
200204,0.0,0.0,-93.7105222,45.7344117,"PO Box 53, Foreston, Minnesota 56330",Salad Days at Webster Farm Organic,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,270951704003015.0,"[-93.710663, 45.733385, -93.708811, 45.735142]",Mille Lacs County,27095.0,MN,Minnesota,POINT (-93.7105222 45.7344117)
200205,0.0,0.0,-89.4719653,37.3830102,"1521 County Road 649, Cape Girardeau, Missouri 63701",Laughing Stalk Farmstead,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,290318806003023.0,"[-89.47659, 37.368876, -89.453284, 37.384365]",Cape Girardeau County,29031.0,MO,Missouri,POINT (-89.4719653 37.3830102)
200206,0.0,1.0,-90.2003381,38.787973,"1120 Trampe Ave., Spanish Lake, Missouri 62025",Seeds of Hope Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,291892101011040.0,"[-90.202526, 38.786624, -90.199299, 38.78867]",St. Louis County,29189.0,MO,Missouri,POINT (-90.2003381 38.787973)
200207,0.0,0.0,-92.2127915,39.245705,"6859 Audrain Rd #9139, Centralia, Missouri 65240",Sunnydale Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,290079503001094.0,"[-92.231117, 39.242346, -92.197566, 39.272457]",Audrain County,29007.0,MO,Missouri,POINT (-92.2127915 39.245705)
200208,0.0,0.0,-93.3013238,37.2026717,"831 W State St, Springfield, Missouri 65806",Urban Roots Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,290770005022027.0,"[-93.30177, 37.2024, -93.30007, 37.20422]",Greene County,29077.0,MO,Missouri,POINT (-93.3013238 37.2026717)
200210,0.0,0.0,-111.8102651,47.5055075,"PO Box 118, Fort Shaw, Montana 59443",Groundworks Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,300130107003108.0,"[-111.811048, 47.505244, -111.809602, 47.506233]",Cascade County,30013.0,MT,Montana,POINT (-111.8102651 47.5055075)
200211,0.0,0.0,-108.4847763,45.8366255,"2055 Andromeda Ln, Billings, Montana 59105",Kate's Garden,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,301110007012008.0,"[-108.487485, 45.827339, -108.483293, 45.841843]",Yellowstone County,30111.0,MT,Montana,POINT (-108.4847763 45.8366255)
200212,0.0,0.0,-111.0801449,45.6560745,"5180 Stucky Road, Bozeman, Montana 59718",Running Strike Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,300310011021044.0,"[-111.083419, 45.627396, -111.062649, 45.656585]",Gallatin County,30031.0,MT,Montana,POINT (-111.0801449 45.6560745)
200213,0.0,0.0,-78.2080707,35.2458949,"371 Manley Grove Church Road, Mount Olive, North Carolina 28365",Britt Farms CSA LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,371910010002028.0,"[-78.215414, 35.236108, -78.199218, 35.24828]",Wayne County,37191.0,NC,North Carolina,POINT (-78.2080707 35.2458949)
200214,0.0,0.0,-82.3959511,35.5140058,"P. O. Box 2012, Fairview, North Carolina 28730",Cane Creek Asparagus & Company CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,370210032042023.0,"[-82.39695, 35.508492, -82.382287, 35.517491]",Buncombe County,37021.0,NC,North Carolina,POINT (-82.3959511 35.5140058)
200215,0.0,0.0,-80.6152812,35.4274755,"911 Central Drive NW, Concord, North Carolina 28027",Cold Water Creek Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,370250424022001.0,"[-80.633752, 35.415659, -80.613692, 35.434109]",Cabarrus County,37025.0,NC,North Carolina,POINT (-80.6152812 35.4274755)
200216,0.0,0.0,-78.5428155,36.2465836,"4265 Fairport Road, Oxford, North Carolina 27565",Healthy Hen Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,370779705002004.0,"[-78.554509, 36.234389, -78.540966, 36.25272]",Granville County,37077.0,NC,North Carolina,POINT (-78.5428155 36.2465836)
200217,0.0,1.0,-82.3644016,35.4987329,"57 Sugar Hollow Rd, Fairview (Buncombe County), North Carolina 28730",Hickory Nut Gap Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,370210032042001.0,"[-82.368671, 35.48783, -82.313751, 35.523042]",Buncombe County,37021.0,NC,North Carolina,POINT (-82.3644016 35.4987329)
200218,0.0,0.0,-79.8697368,35.2072789,"117 NC HWY 731 E, Candor, North Carolina 27229",Hope Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,371239605022009.0,"[-79.871507, 35.206946, -79.820768, 35.276172]",Montgomery County,37123.0,NC,North Carolina,POINT (-79.8697368 35.2072789)
200219,0.0,0.0,-79.3465117,36.2172998,"1640 Beechwood Trail , Burlington , North Carolina 27217",Keck Farms CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,370010213001004.0,"[-79.359381, 36.200875, -79.321483, 36.227473]",Alamance County,37001.0,NC,North Carolina,POINT (-79.3465117 36.2172998)
